window,train_start,train_end,test_start,test_end,bars_test,equity_start,equity_end,return_pct,trades,profit_factor,max_drawdown,sharpe_approx,win_rate,avg_pnl,median_pnl,avg_hold_bars,long_trades,short_trades,avg_size_mult
10,2021-06-19T00:00:00+00:00,2021-12-16T00:00:00+00:00,2021-12-16T00:00:00+00:00,2022-03-16T00:00:00+00:00,2160,9533.304877166242,9231.919557311272,-0.031613939104877975,12,0.2961357480912571,-0.031613939104877975,-3.2611554949566846,0.25,-25.11544332124757,-36.512578279210594,17.083333333333332,2,10,0.6055
11,2021-09-17T00:00:00+00:00,2022-03-16T00:00:00+00:00,2022-03-16T00:00:00+00:00,2022-06-14T00:00:00+00:00,2160,9231.919557311272,9241.74875684119,0.001064697267875836,11,1.0338743378712574,-0.010783387639649034,0.11800722936864813,0.36363636363636365,0.8935635936289427,-30.073861757128913,32.90909090909091,3,8,0.6236363636363635
12,2021-12-16T00:00:00+00:00,2022-06-14T00:00:00+00:00,2022-06-14T00:00:00+00:00,2022-09-12T00:00:00+00:00,2160,9241.74875684119,9080.572661956694,-0.01743999962833731,6,0.06203960854895562,-0.01743999962833731,-3.7834409402362787,0.16666666666666666,-26.86268248074926,-29.42334080948463,11.666666666666666,1,5,0.502
13,2022-03-16T00:00:00+00:00,2022-09-12T00:00:00+00:00,2022-09-12T00:00:00+00:00,2022-12-11T00:00:00+00:00,2160,9080.572661956694,8945.362462436071,-0.014890052043423418,10,0.30679246793810366,-0.015110793331886252,-3.039210717750784,0.3,-13.521019952062028,-22.41943330561628,29.0,2,8,0.6327999999999999
14,2022-06-14T00:00:00+00:00,2022-12-11T00:00:00+00:00,2022-12-11T00:00:00+00:00,2023-03-11T00:00:00+00:00,2160,8945.362462436071,9227.916826273511,0.03158668695918809,18,1.4921371864704385,-0.02215165101187766,1.3545833631676507,0.5,15.697464657635688,-4.846782567495736,21.0,15,3,0.956
15,2022-09-12T00:00:00+00:00,2023-03-11T00:00:00+00:00,2023-03-11T00:00:00+00:00,2023-06-09T00:00:00+00:00,2159,9227.916826273511,8893.444079748011,-0.03624574785646062,11,0.23415905037961388,-0.03624574785646062,-3.346994355294964,0.2727272727272727,-30.406613320499716,-47.64012773870808,20.272727272727273,7,4,0.9181818181818181
16,2022-12-11T00:00:00+00:00,2023-06-09T00:00:00+00:00,2023-06-09T00:00:00+00:00,2023-09-07T00:00:00+00:00,2160,8893.444079748011,9325.755093462567,0.048610078372113064,8,2.960365393209758,-0.015592009964564335,1.6867857946672464,0.5,54.03887671431919,6.861316934347712,36.875,2,6,0.91225
17,2023-03-11T00:00:00+00:00,2023-09-07T00:00:00+00:00,2023-09-07T00:00:00+00:00,2023-12-06T00:00:00+00:00,2160,9325.755093462567,9798.253990144523,0.050666020278956614,4,inf,0.0,3.0355164984102876,1.0,118.124724170489,118.67801813969237,40.75,4,0,0.964
18,2023-06-09T00:00:00+00:00,2023-12-06T00:00:00+00:00,2023-12-06T00:00:00+00:00,2024-03-05T00:00:00+00:00,2160,9798.253990144523,9977.194950864254,0.01826253543740708,10,1.6762435842677157,-0.01473560036063104,1.0926143399642494,0.3,17.89409607197308,-18.083558723166938,29.7,8,2,0.7407999999999999
19,2023-09-07T00:00:00+00:00,2024-03-05T00:00:00+00:00,2024-03-05T00:00:00+00:00,2024-06-03T00:00:00+00:00,2160,9977.194950864254,9684.764999985193,-0.029309836313635373,12,0.3883685288405069,-0.04105104516181457,-2.583495147750734,0.16666666666666666,-24.36916257325518,-42.842165443204536,23.416666666666668,8,4,0.7059999999999998
20,2023-12-06T00:00:00+00:00,2024-06-03T00:00:00+00:00,2024-06-03T00:00:00+00:00,2024-09-01T00:00:00+00:00,2160,9684.764999985193,9885.046332551874,0.02068004051383676,5,2.0760472479331535,-0.013462057517315884,1.1548638746483841,0.4,40.05626651333655,-49.36507812599411,27.8,2,3,0.8812000000000001
21,2024-03-05T00:00:00+00:00,2024-09-01T00:00:00+00:00,2024-09-01T00:00:00+00:00,2024-11-30T00:00:00+00:00,2160,9885.046332551874,9253.565932200587,-0.06388239155458442,16,0.11795042861353675,-0.0647524403753158,-5.378046385579378,0.25,-39.467525021955396,-42.35029241218896,26.125,13,3,0.704125
22,2024-06-03T00:00:00+00:00,2024-11-30T00:00:00+00:00,2024-11-30T00:00:00+00:00,2025-02-28T00:00:00+00:00,2160,9253.565932200587,9167.859055573568,-0.009262037711189275,7,0.38421074480001394,-0.010634293188717336,-2.182834964046697,0.2857142857142857,-12.243839518145252,-13.92302152566466,20.0,4,3,0.7145714285714285
23,2024-09-01T00:00:00+00:00,2025-02-28T00:00:00+00:00,2025-02-28T00:00:00+00:00,2025-05-29T00:00:00+00:00,2160,9167.859055573568,8949.910652894898,-0.023773097007438126,8,0.22398953224962292,-0.02696452958168638,-3.1774460681428254,0.25,-27.243550334833877,-29.26307179703321,25.25,4,4,0.69175
24,2024-11-30T00:00:00+00:00,2025-05-29T00:00:00+00:00,2025-05-29T00:00:00+00:00,2025-08-27T00:00:00+00:00,2160,8949.910652894898,8762.991976946596,-0.020884976755364826,5,0.33265780986846266,-0.022824944294927096,-2.2003550411929735,0.2,-37.38373518966042,-65.13366698799278,28.4,3,2,0.8128
25,2025-02-28T00:00:00+00:00,2025-08-27T00:00:00+00:00,2025-08-27T00:00:00+00:00,2025-11-25T00:00:00+00:00,2160,8762.991976946596,8742.130983661866,-0.0023805788410636852,15,0.9529354483808822,-0.036919372989763555,-0.07451020359500327,0.4,-1.3907328856485932,-17.612141825559338,27.466666666666665,5,10,0.6772000000000001
26,2025-05-29T00:00:00+00:00,2025-11-25T00:00:00+00:00,2025-11-25T00:00:00+00:00,2026-01-19T17:00:00+00:00,1337,8742.130983661866,8675.587051757628,-0.007611866263340317,2,0.23523190963177926,-0.009929920327534036,-1.9043409865595977,0.5,-33.27196595211875,-33.27196595211875,30.5,2,0,1.0
